,QUES,ANS,IS_QUESTION,QUES_RELEVANCE,ANS_READABILITY,ANS_RELEVANCE
3823,您好董秘：请问年报盈利1.22亿，为什么第三季度预报，2021年1-9月盈利只有1.2-1.3亿，难道6-9月营业额差不多10亿，没有一点盈利？,您好！敬请期待公司2021年10月26日即将披露的2021年第三季度报告。谢谢！,Positive,Positive,1,1
3824,人民币对美元贬值预期，有利于公司出口业务？,您好，人民币兑美元贬值会减少汇兑损失，对公司出口业务有积极作用，但是目前由于国家化肥出口相关政策的规定，公司复合肥产品主要在国内销售，出口业务占比极小，因此总体上不会对公司业务造成重大影响，感谢您对公司的关注！,Positive,Positive,4,3
3825,很多人对你们没有信心了请问你们自己管理层实控人有没有信心？白酒是快消品喝过一次感觉好会继续买的所以营收很好做上去，纯白酒企业市场给出的估值都是百亿起步的天花板就是茅台2.5万亿市值，只要你们用心经营利润营收持续扩大未来几百亿市值是很容易的事情，别的行业即使利润再好想要达到几百亿很难很难但是白酒就行参考迎驾贡酒今世缘口子窖舍得酒鬼等等他们就是榜样，希望不要再让武威国资失望了再次振兴皇台意义重大。,您好！公司控股股东通过司法拍卖成功竞买部分公司股份彰显控股股东以及管理层对公司未来发展保持充足信心，非常感谢您对公司的关注。,Positive,Positive,4,3
3826,尊敬的董秘您好！请问贵公司有关汽车黑匣子的技术储备情况怎么样？具体应用和推广情况如何？根据新国标，公司有无进一步计划扩展业务，来抓住机遇和风口？,感谢您的关注。公司有针对卡车类型的行车记录产品，对待新的产品领域，公司将结合市场发展情况和自身实力谨慎稳妥的进行布局。,Positive,Positive,1,2
3827,公司在新冠检测方面有没有研究？,尊敬的投资者，您好，药易购是一家专注于“院外市场”的医药流通综合服务商，定位于市场化程度更高的院外医药流通市场。即以“医药流通+互联网”的方式，为广大的社区医药终端、基层医疗机构和单体药店提供便捷、高效、低成本的医药流通服务。目前暂不涉及新冠检测的研发，感谢您的关注！,Positive,Positive,4,3
3828,国家加快碳中和规划，氢能源的前景和重要性是不言而喻的，三维在不要只立足工程设计和施工，在氢能源上有充足的技术，氢能源市场非常庞大，是否成立氢能源公司直接提供氢能源？,您好，感谢您所提宝贵建议。氢能源方面，公司正不断加大研发投入和市场开拓力度，力争在技术、经营模式、市场等方面取得更大突破。谢谢！,Positive,Positive,1,1
3829,董秘您好，公司作为数据中心基础设施产品品类较为齐全的公司之一，目前是否涉及东数西算项目，或者将积极投入东数西算工程？,尊敬的投资者，您好！网络通信和服务设备作为承载数字业务的核心底座，公司一体化数据中心能够为网络通信和服务设备提供安全的运行环境。公司可以为数据中心提供高效电源UPS、节能精密空调、精密配电、动环监控、机柜、冷热通道、智能微模块数据中心等关键基础设施产品和技术。同时，公司具备并在未来继续投入研发数据中心关键基础设施关键技术和绿色能源供给技术，未来公司将积极投入数据中心建设。感谢您的关注。,Positive,Positive,4,3
3830,董秘你好，如2021年公司净利润为负，董事长将按照协议补偿现金吗？,投资者您好，感谢您对公司的关注！董事长会按照承诺事项履行，谢谢！,Positive,Positive,4,3
3831,董秘问几个问题，1.公司本次重整投资是否有关联的外资，请问是哪一家已公布的重整投资人，财务投资人关联了外资？2.对遴选深商作为投资人，公司管理层是否满意，满意在哪些方面？3.深商无实控人对公司的管理是否有影响，公司是否有去了解深商的影藏实控人，是否担心深商将实控权交给别有用心的人，蚕食公司资产？,您好，公司由无实际控制人变更为有实际控制人，请关注公司已披露的公告，感谢您对公司的关注。,Positive,Positive,4,2
3832,公司去年出现了较大亏损，今年上半年业绩不错，扭亏为盈，请问主要什么原因？谢谢。,您好，感谢您对公司的关注与支持！公司2021年上半年扭亏为盈，主要系营业收入及毛利率同比提升，商誉减值、固定资产减值等计提的资产减值损失减少导致。 谢谢！,Positive,Positive,4,3
3833,您好，董秘，麻烦请确认下，公司或子公司有没被列入国家专精特新“小巨人”？如果有的话，请问是第几批？谢谢,尊敬的投资者，您好！公司子公司昆山迈致治具科技有限公司于2021年7月成功入选国家工业和信息部第三批专精特新“小巨人”企业名单。谢谢。,Positive,Positive,4,3
3834,尊敬的董秘，虎年好！看到近几年来公司的研发投入不断增加，研发成果显著，可喜可贺！2020年研发投入达到10254万元，可否抽时间查下这个10254万元中有多少是来自银行贷款？谢谢！,您好，公司研发投入来自于公司自有资金，感谢您的关注！,Positive,Positive,4,3
3835,尊敬的董秘，请问贵司2021年营收目标是多少？第三季度营收或预计增长大概占未履约合同2.63亿中的百分之多少？,尊敬的投资者您好，相关经营数据请关注公司后续披露的定期报告。谢谢您的关注。,Positive,Positive,1,1
3836,公司有涉及军工方面的业务吗？,您好，近期公司对外投资的标的公司成都新月属于航空航天制造领域，其经营范围涉及航空零配件的数控加工，主要从事飞机零部件及发动机零件的生产。公司将密切关注该事项的后续进展情况，并根据进展情况及时履行信息披露义务。感谢您的关注！,Positive,Positive,1,1
3837,miniLED厂商的股价和市值大部分都不高，贵司作为背光LED龙头，有没有什么措施提升利润，提升股价，回馈股东，三季度利润有没有预告，谢谢,您好，公司通过回购公司股份、每年现金分红等方式切实回馈股东。管理层一直是兢兢业业，尽力开拓新客户、发展新业务，争取以良好的业绩回报广大股东。感谢您的关注！,Positive,Positive,4,2
3838,尊敬的董秘，晚上好，问题一：请问子公司精实机电与宁德时代的合同取消后是否还属于宁德时代供应商。问题二：取消订单是否对产生重大损失重大影响。问题三：请问子公司精实机电产能是否充沛，是否有其他订单在生产，蜂巢能源的订单进展如何。问题四：请问这次取消的合同和杭可科技6.15与宁德时代取消的订单是否为同一订单。问题五：公司其他领域发展是否如期正常。,"您好，公司从2008年起一直是ATL（包括后续的CATL）的供应商,取消订单是因为交期问题，双方协商一致的结果，不会影响后续合作。精实机电正在加快加速扩充产能以应对交付压力 ，公司其他领域均发展良好，感谢您的关注！",Positive,Positive,4,2
3839,公司在这几年的业务过程中未审慎发展大步跃进内控缺失管理失职，引发投资人对公司治理水平的怀疑。重整上市以来业绩增长明显但市值走低严重偏离公司内在价值。维护公司市值稳定是公司责任但未见到管理层有相应作为。希望公司能合规稳健开展业务，响应总书记号召，加快推动《建设世界级盐湖产业基地规划及行动方案》，实现盐湖提锂国内自主可控，满足新能源产业的需求，履行重整计划中的相应承诺。及时做好信息披露，提振股民信心！,您好！感谢您对公司发展提出宝贵建议。维护公司市值稳定是公司义不容辞的责任，公司将加大与资本市场沟通，及时把公司生产经营取得的成果传递给广大投资者，同时加快现有项目建设，创造更好的价值，科学合理严谨的论规划未来产业发展规划，以更好的业绩回报广大投资者。,Negative,Positive,4,3
3840,董秘您好，现在永磁电机是发展方向，公司入股的四达电机在行业地位如何，有没有扩建永磁电机的佳话？还有公司新能源车防爆电机，有什么亮点？,您好，感谢对公司的关注，永磁电机，永磁滚筒，永磁电机变频一体机目前在煤矿领域以及其他领域越来越多被用户接受，目前拟入股的新四达公司主要从事永磁电机和永磁滚筒的销售，目前业绩主要集中在水泥以及煤矿领域。前段时间工信部发布《高性能电机发展计划（2021-2025）》，未来永磁电机在电机总占比要提升，在提升电机效率的同时，对节电以及炭排放都带来积极影响。未来公司会根据业务发展的具体情况对永磁电机、永磁滚筒以及永磁电机变频一体机进行产能安排。目前公司没有生产新能源防爆电机，拟收购的新四达也未生产新能源防爆电机。,Positive,Positive,4,3
3841,董秘您好，根据国家对风电赛道的相关政策。贵司是否有进一步扩大自身产能，收购并购相关企业的计划？,尊敬的投资者，您好。公司将根据风电行业发展情况及公司实际业务需要，确定是否进一步增加产能。《证券时报》、《上海证券报》、《中国证券报》、《证券日报》及巨潮资讯网（www.cninfo.com.cn）为公司选定的信息披露媒体，有关公司的并购收购等信息均以公司在上述指定媒体刊登的信息为准。感谢您的关注。,Positive,Positive,1,1
3842,"未来我国预制菜市场可以成长为万亿元规模的市场,请问公司是否为此做好准备！",您好。从2020年起，公司的角色定位开始逐步转变：由产品供应商转型为食品应用解决方案供应商。针对重点客户，结合其生产或产品应用需要，为其量身定制产品并对产品应用提供解决方案。公司将尽快提升面向终端领域的熟食品、调理品等品种占比，开设鸡肉系列产品的专卖店、进驻商场、超市专柜。通过工序改进、产品研发、配方研制等举措提升鸡肉产品的深加工能力，以实现横向扩展产品线。增加冻分割鸡肉的产品规格以纵向延伸产品线，实施肉制品深加工，根据市场需求开发多系列调理品、熟食品。目前公司产品已进驻“京东”平台，后续将在社交电商、团购平台等其他电商平台继续发力。谢谢！,Positive,Positive,4,3
3843,最近LPG的价格大幅波动，公司有大量的套期保值业务，这是在期货市场卖空吗？有没有造成巨大的亏损？按照公司的既定战略，已经将LPG的长约转售给控股方，但是转售的价格是按照当前价格浮动吗？还是按照原来的长约价格？如果按照原来的长约价格是比较低的，但是套期保值的业务卖空是实时亏损的，这样是否涉及到利益输送呢？,您好，公司为锁定丙烷成本，仅限于开展以规避生产经营中的商品价格风险为目的的期货套期保值业务，不进行投机交易。公司LPG长约价格是浮动价格，并将根据贸易资产剥离安排，有序推进相关工作，详见2020-011公告。公司将依法签订协议、履行合法程序，按照有关法律法规及公司章程等规定履行信息披露义务和相关报批手续，保证不通过关联交易损害公司及其中小股东的合法权益。感谢关注！,Positive,Positive,4,2
3844,请问:疫情对公司业务开展有什么影响?员工出差做业务是否受限?,尊敬的投资者，您好。非常感谢您对公司的关注。疫情确实对公司的业务开展产生了一定的影响。但是公司的银行客户，在过去两年，一直在疫情防控上没有放松，大部分客户在这波疫情比较早看出端倪的时候，就根据经验做了相关准备。在交付层面，公司与客户密切配合，一方面公司直接派人驻扎在客户的场地，另外没有办法驻场的项目提前准备好VPN实现远程交付。目前公司在交付方面还比较稳定。对于疫情比较严重的地区，员工出差会比较受限。,Positive,Positive,4,3
3845,董秘你好，贵公司的口罩和呼吸系统用药有没有出口欧美市场？,尊敬的投资者cninfo756080您好，公司医用口罩完成了美国FDA、欧盟CE的认证注册，具备出口欧美国家的相关资质，并已销往海外。感谢您的支持和关注，谢谢！,Positive,Positive,4,3
3846,您好，请问公司产品是否进入了海军釆购目录？,您好，您的问题因涉密原因无法予以回答。谢谢关注！,Positive,Positive,4,3
3847,你好，请问对于钢材等原材料的上涨，对公司业绩影响大吗？,尊敬的投资者，您好，钢材涨价对公司的影响可控。公司高度关注钢材价格走势，并结合内部的订单定价机制、库存管理方案等措施来应对钢材价格波动。感谢您的关注。,Positive,Positive,4,3
3848,贵公司说遂宁氢氧化锂产能2季度达产 目前已到4月下旬 是否已经达产,您好，遂宁盛新3万吨锂盐项目目前试生产情况良好，计划在今年二季度达产，公司将积极做好各项工作推动项目尽快达产。感谢您的关注！,Positive,Positive,4,3
3849,尊敬的高管，公司获取4月底股东数后能否告知一下？谢谢,"您好，截止至2022年04月29日，公司股东总户数77,562户。",Positive,Positive,4,3
3850,长和华锂的产能利用如何？所需生产原料是什么？原料一般外购哪些公司的？,长和华锂目前生产正常，主要原材料为盐湖粗制碳酸锂和工业级碳酸锂。产能利用率要视原材料的供应情况，目前原料比较紧缺，公司一直多方开辟原料采购渠道，尽量保证长和华锂生产，谢谢。,Positive,Positive,4,2
3851,公司与华为合作的洗拖一体机年产量只有8万台，格局是不是太小了。石头科技与小米合作的扫地机年营销60多亿，希望公司能抓住与华为合作的契机把洗拖一体做大做强。,尊敬的投资者您好！感谢您提出的宝贵建议！,Negative,Positive,4,3
3852,农历虎年快到了，持有公司真是一波三折，尼古丁都好几个月了，为何还没有销售公告？希望董秘能够助力公司虎虎生威，让投资者能够如虎添亿！,投资者，您好，公司将严格依照信息披露标准进行公告，感谢您的支持和理解，也祝您新春快乐！,Positive,Positive,1,1
3853,你好董秘 贵公司有往6G方面研究么,您好！目前全球6G技术研究仍处于探索起步阶段，技术路线尚不明确，关键指标和应用场景还没有统一的定义。公司所掌握的产品与技术是5G通信的关键，6G技术是源于5G技术的持续拓展、衍伸与突破应用，以公司当前的技术积累，相信在将来的6G时代，同样会扮演重要的角色。,Positive,Positive,4,3
3854,董秘您好！近期二级市场股价超跌。同行业其它公司也差不多。但是友商宝兰德在股价大跌之后，果断宣布公司会回购股票。贵公司股价跌幅距离去年高点已超过50%，请问公司有无回购计划？董事长有无增持计划？如果没有，强烈建议黄总增持，以实际行动展现对公司信心，同时增加控股权！谢谢！,"您好。公司已于2022年4月26日披露《关于公司董事长、董事及高级管理人员计划增持公司股份的公告》，基于对公司未来业绩及公司股票长期投资价值的信心，为更好地促进公司持续、稳定、健康发展，维护资本市场稳定和公司投资者利益，公司实际控制人、董事长兼总经理黄永军先生，董事、副总经理、财务总监兼董事会秘书徐少璞先生计划自2022年5月5日起6个月内（除法律、法规及深圳证券交易所业务规则等有关规定不准增持的期间之外），通过法律法规允许的方式（包括但不限于集中竞价和大宗交易等），以自有或自筹资金增持公司股份，增持金额合计不低于人民币3,000万元，不超过5,000万元。谢谢关注。",Positive,Positive,4,2
3855,懂秘您好？贵公司有媒体报道新签订合同有30GW？有哪些设备订单？可以详细说下吧？贵公司半导体设备主要针对是上游还是中游？,您好！近期公司中标的TOPCON电池设备包括PECVD-Poly设备及新款硼扩散等干法设备、清洗制绒等湿法设备、及配套的自动化设备等。公司半导体清洗设备覆盖了包括硅片、芯片等上中游环节。谢谢！,Positive,Positive,4,2
3856,建议举办订单抽奖活动：1. 为每一笔订单，按照金额大小分配数量不等的抽奖号码，号码有效期7天。2. 每天进行抽奖：一等奖3个，二等奖100个，三等奖1000000个。3. 奖金：一等奖4999，二等奖499，三等奖0.66，奖金以无门槛红包形式发放，30天有效。4. 分享抽奖号码或中奖信息可免费得抽奖号码。,您好 ，感谢您的建议。,Negative,Positive,4,3
3857,现在混凝土塔筒的技术贵公司是否掌握，这种技术的造价是不是更低一些？,投资者你好：公司具备混塔的制造能力，谢谢,Positive,Positive,4,2
3858,请问公司17万平米左右的国有土地使用权国家是否回收了？请明确回复是或者不是。,尊敬的投资者，你好，公司土地所有权证已移交给杭州市下城区城市建设投资发展集团有限公司。,Positive,Positive,4,3
3859,尊敬的董秘您好，请问贵公司与榕基软件是否有合作以及哪方面业务往来，非常感谢！,没有，谢谢。,Positive,Positive,4,3
3860,请问贵司目前锂精矿库存充足吗？有2Q以上的库存吗？,投资者您好，目前公司的锂精矿库存处于安全水平。,Positive,Positive,4,2
3861,2020年年报显示，贵公司持有恒大巨额商票40亿左右，现在恒大全国大大面积商票逾期，各大上市公司纷纷及时公布恒大商票逾期情况以及对公司影响，请问，贵公司为何不及时公布恒大商票逾期对公司的严重不利影响，是否会导致巨额亏损直接退市？,尊敬的投资者，感谢您的建议。公司将积极应对，敬请关注公司定期报告。谢谢！,Positive,Positive,1,1
3862,公司领导您好！请问截止2022.01.20我们公司股东人数是多少？谢谢！,尊敬的投资者，您好！截至2022年1月20日，公司股东总户数为12491户。,Positive,Positive,4,3
3863,尊敬的董秘，贵公司作为国内IVD行业领先企业，之前的业绩平淡无奇，新冠疫情发生后，两年来持续受益核酸检测业务有目共睹，请问，公司在持续受益的同时，基于业务拓展方面最大收获是什么？疫情结束后，是否有较为明确的未来发展目标或者前瞻性的技术储备为公司后续发展注入强大动力？,投资者您好，感谢您对达安基因的关注！未来公司将继续专注主业，聚焦于临床诊断技术和产品，以分子诊断技术为主导，业务向免疫诊断、生化诊断、医疗器械与耗材、临床与科研检测服务、IVD产业投资等整个IVD领域进行全面发展。谢谢！,Positive,Positive,4,2
3864,贵公司的财务报销系统太落后了，特别是水产这边请转告你们的董事长或者子公司,尊敬的投资者，您好！为规范员工报销行为，提高员工报销效率，公司建立了系统的制度和流程，上线了电子化报销系统。未来，公司将不断优化相关制度与流程及软硬件设施。感谢您的建议及对公司的关注！,Negative,Positive,4,3
3865,董秘你好，在国家统一大市场的背景下，智慧物流是否会加速uwb相关技术落地，公司有无相关技术跟进？,您好！由于目前UWB技术方案相对其他技术方案在物流领域的应用成本较高，因此在智慧物流领域应用较少，公司暂无技术跟进。谢谢您的关注。,Positive,Positive,4,3
3866,董秘，怎样申请查阅过去的考核档案资料？,您好！公司依规于定期报告中披露经营管理情况，不存在应披露未披露信息。,Positive,Positive,1,1
3867,尊敬的董秘，近期公司花了两个多亿进行股票回购，请问公司有没有把回购股份进行注销的计划？,您好，感谢您对华大基因的关注。根据公司2022年1月26日发布的《关于调整2021年以集中竞价方式回购公司股份方案的公告》（公告编号：2022-012），本次回购的公司股份拟全部用于实施员工持股计划或者股权激励。关于公司回购股份的后续进展，您可关注公司在巨潮资讯网披露的相关公告。谢谢。,Positive,Positive,4,3
3868,董秘，我11月29日日提问，至今没有得到回复，请问你对投资者提问的回复在时间上是怎么安排的？,尊敬的投资者您好！公司收到投资者提问并经核实后会及时进行回复，您提到的问题已回复。感谢您对公司的关注。,Positive,Negative,4,3
3869,公司管理层是否考虑收购华一剩余股权？如果收购华一剩余股权，华一在大连的投资就可以由公司募集资金投入，公司有望挑战永太科技江湖地位，成为市值五百亿的企业。,尊敬的投资者，您好！公司目前暂未考虑收购苏州华一剩余股权，但公司作为苏州华一的参股股东将与其他股东一起共同支持苏州华一在大连的项目建设。感谢关注！,Positive,Positive,4,3
3870,董秘你好，求是杂志发文《不断做强做优做大我国数字经济》，国务院印发《“十四五”数字经济发展规划》，数字经济产业成为市场“宠儿”，与贵司相关吗，谢谢！,您好！《“十四五”数字经济发展规划》指出：“数字经济是以数据资源为关键要素，以现代信息网络为主要载体，以信息通信技术融合应用、全要素数字化转型为重要推动力，促进公平与效率更加统一的新经济形态”。公司主营业务为公司主营业务为信息通信技术（ICT）运营管理领域的软件开发、技术服务、系统集成以及第三方软硬件销售，公司发展过程中，始终积极响应国家战略部署，顺应行业发展趋势，紧跟客户需求，持续开发精品化的系列产品，为客户创造价值。谢谢。,Positive,Positive,3,2
3871,请问万向一二三生产的是三元软包电池吗？主要客户有哪些？谢谢,感谢您对公司的关注。万向一二三产品形态涉及软包、圆柱，材料体系涉及磷酸铁锂与三元，主要客户覆盖全球前十大主机厂与国内一流主机厂，包括：大众、沃尔沃、捷豹路虎、宝马、雷诺、戴姆勒、奥迪、保时捷、法拉利、上汽等。截止目前公司不存在应披露未披露的信息。,Positive,Positive,4,3
3872,公司有建设和运营盐湖提锂的全套技术，后期如有机会会不会利用国资背景参股或控股盐湖矿的可能？,首先感谢你对本公司的关注！“十四五”期间，本公司确立“差异化、实业化、国际化”战略，以研发和工程保障实业，以实业带动工程。目前，随着“双碳”政策推进、新能源产业发展，锂电产业前景可期。本公司将依托工程经验和专利技术，大力拓展盐湖提锂工程建设市场，以稳步提升工程业务份额。同时，本公司将综合考虑广大投资者提出的相关建议，适时进入熟悉的实业领域，打造相关多元化的实业板块。谢谢！,Positive,Positive,4,3
3873,您好！请问22年商场店面租金趋势是怎样的？公司店面租赁合同是长期的还是短期的？谢谢,您好！22年的租金数据请以公司定期报告数据为准；公司与每个商场签订的租期不尽相同，均按照与大物业签订的租赁合同条款执行。感谢您的关注！,Positive,Positive,4,2
3874,您好！董秘。请问，截止2021年12月31日，公司A股持股人数多少？其中机构数有多少？,您好，感谢您的关注。截至2021年12月31日股东人数届时请关注公司披露的年报公告。谢谢！,Positive,Positive,4,3
3875,公司在云VR、云AR领域有完整的研发闭环及多项项目专利，能介绍一下哪些项目和专利么？谢谢。,尊敬的投资者你好！集团旗下子公司梦网视讯拥有行业领先的实时视音频技术及视频编解码技术，公司目前境内外专利30余项，其中部分产品相关专利已授权，还有部分相关专利在申请过程中。感谢您的关注！,Positive,Positive,4,2
3876,公司生产的永磁钱氧体和龙磁科技有什么不一样,尊敬的投资者，您好！公司生产的永磁铁氧体产品销往多个国家和地区，包括中国内地、香港、台湾、日本、欧洲、美国，配套于世界著名电机生产厂家和电子器件生产商。谢谢您的关注！,Positive,Positive,1,1
3877,贵公司的股票为啥跌跌不休，还有没有增发，如果增发的话已经跌破发行价了肯定发不出去了咋办？,尊敬的投资者您好，二级市场股价走势受多重因素影响，公司将保持定力，不断推动经营业绩稳步提升，同时加强与投资者的交流互动，提升企业资本市场整体形象。非公开发行事项正常推进中，如有重大进展公司将及时披露。谢谢！,Positive,Positive,1,1
3878,贵公司如果真的被踢出特斯拉供应链，是否要为之前的公告付法律责任？,公司与某些特定客户签订了严格的保密协议，感谢您对公司的关注！,Positive,Positive,1,1
3879,请问董秘，截至今日公司股东户数是多少？谢谢！,答：投资者您好，公司将在2021年年度报告中披露年末股东人数，敬请届时关注。谢谢！,Positive,Positive,4,3
3880,疫情，公司生产口罩有哪些型号，取得相关证件么，是否扩大生产口罩。,您好，公司不直接生产口罩。公司属于非织造布生产领域，位于整条产业链中端，最终由下游制造企业根据终端客户的需求进行深加工以制成各类制品。公司生产热风无纺布和熔喷布可应用于下游客户生产口罩。感谢您的关注。,Positive,Positive,4,3
3881,"最近有零食企业陷入网红带货直播间所卖食品发霉,有虫等食品安全问题确实让消费者反感。请问好想你有那些措施来杜绝类似友商那样的食品安全问题发生。",＂尊敬的投资者您好，感谢您的关注。作为中国红枣龙头企业，公司始终坚持“信仰感恩、崇尚科学、良心工程、道德产业”的核心价值观，坚守高于行业水平的严苛标准。在原料采购方面采用安全优质的食品原料。在生产管理方面，先后通过了ISO9001：2000质量管理体系认证，ISO9001：2008国际质量管理体系认证复审，HACCP质量控制体系认证，并在HACCP体系的基础上建立了更为高效完善的ISO22000食品卫生安全管理体系，公司按照医药行业GMP标准建立十万级净化车间，做到生产过程零接触、无菌操作，同时公司360度透明工厂常年对社会开放，随时接受社会各界监督。针对代工生产的产品，公司从供应商的选择、生产、物流配送等所有环节对食品安全进行全过程质量把控：加强供应商准入资质审核；建立供应商动态管理机制等多种措施，最大程度确保食品质量万无一失。＂,Positive,Positive,4,3
3882,"您好,请问贵公司剥离资产收到的股权转让款是否会纳入一季报?",尊敬的投资者，您好。关于化工股权转让事宜公司将按照《企业会计准则》及相关规定进行核算。感谢您的关注。,Positive,Positive,1,1
3883,请问贵公司的铝空气电池和印度人发明的铝离子电池有什么区别,您好，首先感谢您对云铝股份的关心、支持和信赖。公司持有云南创能斐源金属燃料电池有限公司（以下简称“创能斐源”）6.46%的股权，为创能斐源的参股股东，创能斐源主业为铝空气电池的研发及生产，目前公司不直接从事铝空气电池的研发及生产。,Positive,Positive,4,3
3884,您好，请问股东人数是否应该更新了呢？,您好，为保证所有投资者平等获悉公司信息，根据信息披露公平原则，公司定期报告中会披露截止报告期末的股东数，请您关注公司定期报告中的相关信息。感谢您的关注！,Positive,Positive,4,3
3885,董秘！您好！根据公司披露，Mini背光客户拟定的今年四季度Mini背光产品的上市计划，利晶将于9月份进行Mini LED背光量产产线建置。请问当前利晶Mini LED背光量产产线建置，是否如期进行？,您好！目前背光技术在做新技术论证，利晶尚未释放产能。,Positive,Positive,4,3
3886,公司公布月度销售数据时，只干巴巴的公布该月销售额和销售面积，是不是应该同时公布一下同比和环比情况，这样更方便投资者理解，信息披露也更友好更有质量，谢谢。,感谢您的关注和建议。,Negative,Positive,4,3
3887,公司为何近半年没有接待机构调研？,你好，由于受疫情等因素的影响，机构现场调研受到诸多的制约，公司暂未同意机构现场调研要求。谢谢关注！,Positive,Positive,4,3
3888,请问公司比亚迪半导体上市进展如何？请问SiC晶圆产线建设进展如何？,您好！相关信息请以公告为准。感谢您对公司的关注！,Positive,Positive,1,1
3889,请问可以和比克公司谈谈合作储能电池吗？,非常感谢您对公司的关注和建议！公司将根据整体战略规划和业务发展需要，审慎考虑储能领域的战略布局和相关合作事宜。,Negative,Positive,4,3
3890,董秘你好，请问截至2022年1月14日股东人数，谢谢！,您好，无相关数据，谢谢！,Positive,Positive,4,3
3891,董秘您好，工信部近日发文说加大农业生产场景NB IOT部署，请问贵公司哪些传感器可以用在这些场景？目前有没有对农业物联网进行布局？,尊敬的投资者，您好。公司有多种传感器可以应用于智慧农业相关的检测领域，例如气体传感器、温湿度传感器、流量传感器等。公司目前主要深耕布局工业安防、环保（包括环境空气质量监测）、医疗、消费（家电、汽车）等物联网应用领域，暂未深度布局农业物联网领域。感谢您的关注。,Positive,Positive,4,3
3892,关于公司迁移问题，从财报看出来，公司从广州迁移去珠海政府的补贴少了多也增加了租房成本，珠海政府是否有具体的财政补贴政策，如果有？ 有哪些具体政策 ？财报没看出来，来年是否可以对公司业绩产生具体的贡献？邓总当初从广州迁移出去初衷是啥？难道是为邓总自己高价卖股给格力投资？,尊敬的投资者您好，相关情况请您持续关注公司披露的日常公告和定期报告，感谢您的关注！,Positive,Positive,1,1
3893,请问，日本研发的高能锂硫电池，公司产品是否可以用的到？,尊敬的投资者您好，目前尚不清楚公司是否有产品能够应用到日本研发的高能锂硫电池方面，后期我们将密切关注新能源电池相关产业及技术的发展。感谢您的关注，谢谢！,Positive,Positive,4,3
3894,目前俄乌局势是否对公司营收产生直接或间接影响？,尊敬的投资者您好：目前，俄乌局势暂未对公司营收产生实质影响。如果后续石油、天然气价格持续上涨或会推高企业能源成本、运输成本，对企业会有一定影响。感谢您的关注！,Positive,Positive,4,3
3895,董秘您好，贵公司的主营业务在金融科技，请问贵公司有将金融科技业务融合到数字经济中吗？,尊敬的投资者您好，感谢您的关注，公司所在的金融科技行业是数字经济的重要组成部分，主营业务服务的对象就是金融科技行业。,Positive,Positive,4,3
3896,你好，董秘，请问贵公司的产品在一台汽车上的配置大约价值有多少，可以举例一台配置率最高的和一台配置率最低的，谢谢！,您好，就以冷却水管为例，传统燃油车中所使用的仅仅为发动机舱的冷却，提供的管路也仅仅是几根相对简单的管路，复杂程度不高。新能源车的管路设计上更加总成化和模块化，一般而言包括了传统的单管、卡箍、接头、三通、O型圈、硬管等组合体。纯电动车管路系统所使用的管路一般为20-35组（套），混合动力车的管路系统所使用的管路可达40-50组（套）等。新能源车的管路系统就单车价值而言，一般可以达到800元左右，高的可以达到1000元以上，使用量比传统汽车增加了约3倍左右。谢谢。,Positive,Positive,4,3
3897,控股股东总质押股票，这对公司有什么好处？,控股股东股份质押是其个人融资需要，与上市公司正常生产经营无关。谢谢,Positive,Positive,4,3
3898,你好请问为什么天眼查显示了闽东电力有参加阿维塔科技的天使轮投资？请问是否属实？,您好，公司未参与阿维塔科技的投资。,Positive,Positive,4,3
3899,公司2020-087公告称，公司拟将母公司拥有的长期股权投资以外的全部资产及负债，划转至全资子公司益阳中海。2020-09-25该决议已经通过股东大会决议。为什么到现在又出现母公司拥有船艇设计，制造能力？母公司仅剩股权投资资产的情况下，如何进行经营的？,尊敬的投资者您好！相关划转手续尚未完成。除因部分资产存在抵押担保，暂时无法完成过户以外，公司部分订单及合同的取得与履行涉及母公司船艇制造相关资质，协议主体的变更亦需取得协议对方同意与配合，因此具体可办理时间存在不确定性，公司将积极筹划办理相关相关手续，及时履行信息披露义务。感谢您的关注。,Positive,Positive,4,3
3900,"自从国家允许各地方电价波动上调,四季度以来各个省份已经开始执行电价上调,我想请问下,江西省电价的上调对贵公司的生产成本是否有很大影响?",您好，电价上调会对公司生产成本造成一定影响，但公司将通过优化管理降低电耗、提升余热发电和实施光伏发电等举措，应对电力成本上升的影响。,Positive,Positive,4,3
3901,贵公司是否参与关于电解铝项目的相关合作？,您好，公司有参股合作中国铝业电解铝项目。,Positive,Positive,4,3
3902,请问稀土金轮胎产品定价与传统轮胎换算里程成本有何优势？,您好，“稀土金轮胎”采用了“稀土金”橡胶复合材料+FZW（全零度缠绕技术）+独特的花纹所设计和生产，具有超省油、超耐磨的鲜明特点，滚阻可以达到3.8-4.5，行驶里程可以达到50万公里（两次翻新可以达到100万公里），具有国际领先水平，可以显著降低用户的单位里程成本。感谢您对公司的关注。,Positive,Positive,4,3
3903,请问三峡云目前服务于哪些客户，或者未来将服务于哪些客户？,您好！感谢对公司的关注。湖北三峡云计算中心有限责任公司为政府、大型行业客户、企业集团提供面向业务的解决方案、定制化或产品化的专业IT服务。,Positive,Positive,4,3
